confCase,confCaseRate,createDt,criticalRate,death,deathRate,gubun,seq
2159,13.45,2020-08-19,0.19,4,1.31,40-49,2748
2875,17.9,2020-08-19,0.56,16,5.23,50-59,2747
2220,13.82,2020-08-19,1.85,41,13.4,60-69,2746
1079,6.72,2020-08-19,8.43,91,29.74,70-79,2745
634,3.95,2020-08-19,23.97,152,49.67,80 over,2744
8807,54.84,2020-08-19,1.62,143,46.73,female,2743
7251,45.16,2020-08-19,2.25,163,53.27,male,2742
285,1.81,2020-08-18,0,0,0,0-9,2730
890,5.65,2020-08-18,0,0,0,10-19,2729
3820,24.24,2020-08-18,0,0,0,20-29,2728
2004,12.71,2020-08-18,0.1,2,0.65,30-39,2727
2120,13.45,2020-08-18,0.19,4,1.31,40-49,2726
2817,17.87,2020-08-18,0.57,16,5.23,50-59,2725
2148,13.63,2020-08-18,1.91,41,13.4,60-69,2724
1050,6.66,2020-08-18,8.67,91,29.74,70-79,2723
627,3.98,2020-08-18,24.24,152,49.67,80 over,2722
8619,54.69,2020-08-18,1.66,143,46.73,female,2721
7142,45.31,2020-08-18,2.28,163,53.27,male,2720
280,1.8,2020-08-17,0,0,0,0-9,2708
872,5.62,2020-08-17,0,0,0,10-19,2707
3803,24.51,2020-08-17,0,0,0,20-29,2706
1977,12.74,2020-08-17,0.1,2,0.66,30-39,2705
2093,13.49,2020-08-17,0.19,4,1.31,40-49,2704
2756,17.76,2020-08-17,0.58,16,5.25,50-59,2703
2081,13.41,2020-08-17,1.97,41,13.44,60-69,2702
1028,6.63,2020-08-17,8.75,90,29.51,70-79,2701
625,4.03,2020-08-17,24.32,152,49.84,80 over,2700
8463,54.55,2020-08-17,1.69,143,46.89,female,2699
7052,45.45,2020-08-17,2.3,162,53.11,male,2698
275,1.8,2020-08-16,0,0,0,0-9,2686
859,5.61,2020-08-16,0,0,0,10-19,2685
3781,24.68,2020-08-16,0,0,0,20-29,2684
1950,12.73,2020-08-16,0.1,2,0.66,30-39,2683
2070,13.51,2020-08-16,0.19,4,1.31,40-49,2682
2718,17.74,2020-08-16,0.59,16,5.25,50-59,2681
2033,13.27,2020-08-16,2.02,41,13.44,60-69,2680
1014,6.62,2020-08-16,8.88,90,29.51,70-79,2679
618,4.03,2020-08-16,24.6,152,49.84,80 over,2678
8341,54.45,2020-08-16,1.71,143,46.89,female,2677
6977,45.55,2020-08-16,2.32,162,53.11,male,2676
272,1.81,2020-08-15,0,0,0,0-9,2664
836,5.56,2020-08-15,0,0,0,10-19,2663
3742,24.88,2020-08-15,0,0,0,20-29,2662
1922,12.78,2020-08-15,0.1,2,0.66,30-39,2661
2035,13.53,2020-08-15,0.2,4,1.31,40-49,2660
2660,17.69,2020-08-15,0.6,16,5.25,50-59,2659
1977,13.15,2020-08-15,2.07,41,13.44,60-69,2658
983,6.54,2020-08-15,9.16,90,29.51,70-79,2657
612,4.07,2020-08-15,24.84,152,49.84,80 over,2656
8164,54.29,2020-08-15,1.75,143,46.89,female,2655
6875,45.71,2020-08-15,2.36,162,53.11,male,2654
268,1.8,2020-08-14,0,0,0,0-9,2642
826,5.55,2020-08-14,0,0,0,10-19,2641
3710,24.94,2020-08-14,0,0,0,20-29,2640
1902,12.79,2020-08-14,0.11,2,0.66,30-39,2639
2011,13.52,2020-08-14,0.2,4,1.31,40-49,2638
2627,17.66,2020-08-14,0.61,16,5.25,50-59,2637
1948,13.1,2020-08-14,2.1,41,13.44,60-69,2636
972,6.54,2020-08-14,9.26,90,29.51,70-79,2635
609,4.09,2020-08-14,24.96,152,49.84,80 over,2634
8068,54.25,2020-08-14,1.77,143,46.89,female,2633
6805,45.75,2020-08-14,2.38,162,53.11,male,2632
264,1.79,2020-08-13,0,0,0,0-9,2620
816,5.52,2020-08-13,0,0,0,10-19,2619
3696,25.02,2020-08-13,0,0,0,20-29,2618
1885,12.76,2020-08-13,0.11,2,0.66,30-39,2617
1995,13.51,2020-08-13,0.2,4,1.31,40-49,2616
2608,17.66,2020-08-13,0.61,16,5.25,50-59,2615
1933,13.09,2020-08-13,2.12,41,13.44,60-69,2614
966,6.54,2020-08-13,9.32,90,29.51,70-79,2613
607,4.11,2020-08-13,25.04,152,49.84,80 over,2612
8016,54.27,2020-08-13,1.78,143,46.89,female,2611
6754,45.73,2020-08-13,2.4,162,53.11,male,2610
262,1.78,2020-08-12,0,0,0,0-9,2598
810,5.5,2020-08-12,0,0,0,10-19,2597
3685,25.04,2020-08-12,0,0,0,20-29,2596
1873,12.73,2020-08-12,0.11,2,0.66,30-39,2595
1990,13.52,2020-08-12,0.2,4,1.31,40-49,2594
2598,17.66,2020-08-12,0.62,16,5.25,50-59,2593
1927,13.1,2020-08-12,2.13,41,13.44,60-69,2592
964,6.55,2020-08-12,9.34,90,29.51,70-79,2591
605,4.11,2020-08-12,25.12,152,49.84,80 over,2590
7991,54.31,2020-08-12,1.79,143,46.89,female,2589
6723,45.69,2020-08-12,2.41,162,53.11,male,2588
261,1.78,2020-08-11,0,0,0,0-9,2576
803,5.48,2020-08-11,0,0,0,10-19,2575
3681,25.11,2020-08-11,0,0,0,20-29,2574
1862,12.7,2020-08-11,0.11,2,0.66,30-39,2573
1978,13.49,2020-08-11,0.2,4,1.31,40-49,2572
2586,17.64,2020-08-11,0.62,16,5.25,50-59,2571
1925,13.13,2020-08-11,2.13,41,13.44,60-69,2570
961,6.56,2020-08-11,9.37,90,29.51,70-79,2569
603,4.11,2020-08-11,25.21,152,49.84,80 over,2568
7971,54.37,2020-08-11,1.79,143,46.89,female,2567
6689,45.63,2020-08-11,2.42,162,53.11,male,2566
261,1.78,2020-08-10,0,0,0,0-9,2554
803,5.49,2020-08-10,0,0,0,10-19,2553
3675,25.13,2020-08-10,0,0,0,20-29,2552
1857,12.7,2020-08-10,0.11,2,0.66,30-39,2551
1974,13.5,2020-08-10,0.2,4,1.31,40-49,2550
2577,17.62,2020-08-10,0.62,16,5.25,50-59,2549
1918,13.11,2020-08-10,2.14,41,13.44,60-69,2548
958,6.55,2020-08-10,9.39,90,29.51,70-79,2547
603,4.12,2020-08-10,25.21,152,49.84,80 over,2546
7957,54.4,2020-08-10,1.8,143,46.89,female,2545
6669,45.6,2020-08-10,2.43,162,53.11,male,2544
261,1.79,2020-08-09,0,0,0,0-9,2532
803,5.5,2020-08-09,0,0,0,10-19,2531
3671,25.15,2020-08-09,0,0,0,20-29,2530
1854,12.7,2020-08-09,0.11,2,0.66,30-39,2529
1971,13.5,2020-08-09,0.2,4,1.31,40-49,2528
2573,17.63,2020-08-09,0.62,16,5.25,50-59,2527
1905,13.05,2020-08-09,2.15,41,13.44,60-69,2526
957,6.56,2020-08-09,9.4,90,29.51,70-79,2525
603,4.13,2020-08-09,25.21,152,49.84,80 over,2524
7943,54.41,2020-08-09,1.8,143,46.89,female,2523
6655,45.59,2020-08-09,2.43,162,53.11,male,2522
257,1.76,2020-08-08,0,0,0,0-9,2510
802,5.51,2020-08-08,0,0,0,10-19,2509
3664,25.16,2020-08-08,0,0,0,20-29,2508
1849,12.7,2020-08-08,0.11,2,0.66,30-39,2507
1968,13.51,2020-08-08,0.15,3,0.99,40-49,2506
2566,17.62,2020-08-08,0.62,16,5.26,50-59,2505
1898,13.03,2020-08-08,2.16,41,13.49,60-69,2504
957,6.57,2020-08-08,9.4,90,29.61,70-79,2503
601,4.13,2020-08-08,25.29,152,50,80 over,2502
7924,54.42,2020-08-08,1.8,143,47.04,female,2501
6638,45.58,2020-08-08,2.43,161,52.96,male,2500
256,1.76,2020-08-07,0,0,0,0-9,2488
801,5.52,2020-08-07,0,0,0,10-19,2487
3657,25.19,2020-08-07,0,0,0,20-29,2486
1845,12.71,2020-08-07,0.11,2,0.66,30-39,2485
1964,13.53,2020-08-07,0.15,3,0.99,40-49,2484
2556,17.6,2020-08-07,0.63,16,5.28,50-59,2483
1885,12.98,2020-08-07,2.18,41,13.53,60-69,2482
954,6.57,2020-08-07,9.43,90,29.7,70-79,2481
601,4.14,2020-08-07,25.12,151,49.83,80 over,2480
7904,54.44,2020-08-07,1.81,143,47.19,female,2479
6615,45.56,2020-08-07,2.42,160,52.81,male,2478
256,1.77,2020-08-06,0,0,0,0-9,2466
797,5.5,2020-08-06,0,0,0,10-19,2465
3654,25.2,2020-08-06,0,0,0,20-29,2464
1844,12.72,2020-08-06,0.11,2,0.66,30-39,2463
1959,13.51,2020-08-06,0.15,3,0.99,40-49,2462
2554,17.62,2020-08-06,0.63,16,5.3,50-59,2461
1880,12.97,2020-08-06,2.18,41,13.58,60-69,2460
954,6.58,2020-08-06,9.43,90,29.8,70-79,2459
601,4.15,2020-08-06,24.96,150,49.67,80 over,2458
7897,54.47,2020-08-06,1.8,142,47.02,female,2457
6602,45.53,2020-08-06,2.42,160,52.98,male,2456
256,1.77,2020-08-05,0,0,0,0-9,2444
793,5.49,2020-08-05,0,0,0,10-19,2443
3641,25.19,2020-08-05,0,0,0,20-29,2442
1841,12.74,2020-08-05,0.11,2,0.66,30-39,2441
1956,13.53,2020-08-05,0.15,3,0.99,40-49,2440
2546,17.61,2020-08-05,0.63,16,5.3,50-59,2439
1871,12.94,2020-08-05,2.19,41,13.58,60-69,2438
951,6.58,2020-08-05,9.46,90,29.8,70-79,2437
601,4.16,2020-08-05,24.96,150,49.67,80 over,2436
7888,54.57,2020-08-05,1.8,142,47.02,female,2435
6568,45.43,2020-08-05,2.44,160,52.98,male,2434
255,1.77,2020-08-04,0,0,0,0-9,2422
790,5.48,2020-08-04,0,0,0,10-19,2421
3635,25.2,2020-08-04,0,0,0,20-29,2420
1834,12.72,2020-08-04,0.11,2,0.66,30-39,2419
1952,13.53,2020-08-04,0.15,3,1,40-49,2418
2540,17.61,2020-08-04,0.63,16,5.32,50-59,2417
1866,12.94,2020-08-04,2.2,41,13.62,60-69,2416
950,6.59,2020-08-04,9.47,90,29.9,70-79,2415
601,4.17,2020-08-04,24.79,149,49.5,80 over,2414
7878,54.62,2020-08-04,1.79,141,46.84,female,2413
6545,45.38,2020-08-04,2.44,160,53.16,male,2412
251,1.74,2020-08-03,0,0,0,0-9,2400
785,5.46,2020-08-03,0,0,0,10-19,2399
3629,25.22,2020-08-03,0,0,0,20-29,2398
1829,12.71,2020-08-03,0.11,2,0.66,30-39,2397
1946,13.52,2020-08-03,0.15,3,1,40-49,2396
2536,17.62,2020-08-03,0.63,16,5.32,50-59,2395
1864,12.95,2020-08-03,2.2,41,13.62,60-69,2394
950,6.6,2020-08-03,9.47,90,29.9,70-79,2393
599,4.16,2020-08-03,24.87,149,49.5,80 over,2392
7867,54.67,2020-08-03,1.79,141,46.84,female,2391
6522,45.33,2020-08-03,2.45,160,53.16,male,2390
249,1.73,2020-08-02,0,0,0,0-9,2378
782,5.44,2020-08-02,0,0,0,10-19,2377
3625,25.23,2020-08-02,0,0,0,20-29,2376
1826,12.71,2020-08-02,0.05,1,0.5,30-39,2375
1944,13.53,2020-08-02,0.15,3,1.5,40-49,2374
2532,17.62,2020-08-02,0.51,13,6.5,50-59,2373
1860,12.95,2020-08-02,1.45,27,13.5,60-69,2372
949,6.61,2020-08-02,6.32,60,30,70-79,2371
599,4.17,2020-08-02,16.03,96,48,80 over,2370
7859,54.71,2020-08-02,1.2,94,47,female,2369
6507,45.29,2020-08-02,1.63,106,53,male,2368
247,1.72,2020-08-01,0,0,0,0-9,2356
782,5.45,2020-08-01,0,0,0,10-19,2355
3620,25.25,2020-08-01,0,0,0,20-29,2354
1819,12.69,2020-08-01,0.11,2,0.66,30-39,2353
1936,13.5,2020-08-01,0.15,3,1,40-49,2352
2528,17.63,2020-08-01,0.63,16,5.32,50-59,2351
1858,12.96,2020-08-01,2.21,41,13.62,60-69,2350
948,6.61,2020-08-01,9.49,90,29.9,70-79,2349
598,4.17,2020-08-01,24.92,149,49.5,80 over,2348
7850,54.76,2020-08-01,1.8,141,46.84,female,2347
6486,45.24,2020-08-01,2.47,160,53.16,male,2346
246,1.72,2020-07-31,0,0,0,0-9,2334
782,5.47,2020-07-31,0,0,0,10-19,2333
3620,25.31,2020-07-31,0,0,0,20-29,2332
1809,12.65,2020-07-31,0.11,2,0.66,30-39,2331
1930,13.49,2020-07-31,0.16,3,1,40-49,2330
2520,17.62,2020-07-31,0.63,16,5.32,50-59,2329
1853,12.95,2020-07-31,2.21,41,13.62,60-69,2328
947,6.62,2020-07-31,9.5,90,29.9,70-79,2327
598,4.18,2020-07-31,24.92,149,49.5,80 over,2326
7842,54.82,2020-07-31,1.8,141,46.84,female,2325
6463,45.18,2020-07-31,2.48,160,53.16,male,2324
245,1.72,2020-07-30,0,0,0,0-9,2312
782,5.48,2020-07-30,0,0,0,10-19,2311
3615,25.33,2020-07-30,0,0,0,20-29,2310
1796,12.59,2020-07-30,0.11,2,0.67,30-39,2309
1922,13.47,2020-07-30,0.16,3,1,40-49,2308
2516,17.63,2020-07-30,0.64,16,5.33,50-59,2307
1850,12.97,2020-07-30,2.22,41,13.67,60-69,2306
946,6.63,2020-07-30,9.51,90,30,70-79,2305
597,4.18,2020-07-30,24.79,148,49.33,80 over,2304
7830,54.87,2020-07-30,1.8,141,47,female,2303
6439,45.13,2020-07-30,2.47,159,53,male,2302
245,1.72,2020-07-29,0,0,0,0-9,2290
782,5.49,2020-07-29,0,0,0,10-19,2289
3613,25.35,2020-07-29,0,0,0,20-29,2288
1790,12.56,2020-07-29,0.11,2,0.67,30-39,2287
1918,13.46,2020-07-29,0.16,3,1,40-49,2286
2516,17.65,2020-07-29,0.64,16,5.33,50-59,2285
1844,12.94,2020-07-29,2.22,41,13.67,60-69,2284
946,6.64,2020-07-29,9.51,90,30,70-79,2283
597,4.19,2020-07-29,24.79,148,49.33,80 over,2282
7825,54.91,2020-07-29,1.8,141,47,female,2281
6426,45.09,2020-07-29,2.47,159,53,male,2280
245,1.72,2020-07-28,0,0,0,0-9,2268
781,5.5,2020-07-28,0,0,0,10-19,2267
3607,25.4,2020-07-28,0,0,0,20-29,2266
1774,12.49,2020-07-28,0.11,2,0.67,30-39,2265
1907,13.43,2020-07-28,0.16,3,1,40-49,2264
2511,17.68,2020-07-28,0.64,16,5.33,50-59,2263
1840,12.96,2020-07-28,2.23,41,13.67,60-69,2262
941,6.63,2020-07-28,9.56,90,30,70-79,2261
597,4.2,2020-07-28,24.79,148,49.33,80 over,2260
7809,54.98,2020-07-28,1.81,141,47,female,2259
6394,45.02,2020-07-28,2.49,159,53,male,2258
243,1.71,2020-07-27,0,0,0,0-9,2257
779,5.5,2020-07-27,0,0,0,10-19,2256
3603,25.42,2020-07-27,0,0,0,20-29,2255
1770,12.49,2020-07-27,0.11,2,0.67,30-39,2254
1900,13.4,2020-07-27,0.16,3,1,40-49,2253
2506,17.68,2020-07-27,0.64,16,5.35,50-59,2252
1837,12.96,2020-07-27,2.23,41,13.71,60-69,2251
940,6.63,2020-07-27,9.47,89,29.77,70-79,2250
597,4.21,2020-07-27,24.79,148,49.5,80 over,2249
7803,55.05,2020-07-27,1.81,141,47.16,female,2248
6372,44.95,2020-07-27,2.48,158,52.84,male,2247
242,1.71,2020-07-26,0,0,0,0-9,2235
778,5.5,2020-07-26,0,0,0,10-19,2234
3598,25.43,2020-07-26,0,0,0,20-29,2233
1763,12.46,2020-07-26,0.11,2,0.67,30-39,2232
1897,13.41,2020-07-26,0.16,3,1.01,40-49,2231
2505,17.7,2020-07-26,0.64,16,5.37,50-59,2230
1835,12.97,2020-07-26,2.23,41,13.76,60-69,2229
936,6.61,2020-07-26,9.4,88,29.53,70-79,2228
596,4.21,2020-07-26,24.83,148,49.66,80 over,2227
7790,55.05,2020-07-26,1.8,140,46.98,female,2226
6360,44.95,2020-07-26,2.48,158,53.02,male,2225
242,1.72,2020-07-25,0,0,0,0-9,2213
778,5.52,2020-07-25,0,0,0,10-19,2212
3594,25.5,2020-07-25,0,0,0,20-29,2211
1750,12.42,2020-07-25,0.11,2,0.67,30-39,2210
1882,13.36,2020-07-25,0.16,3,1.01,40-49,2209
2487,17.65,2020-07-25,0.64,16,5.37,50-59,2208
1830,12.99,2020-07-25,2.24,41,13.76,60-69,2207
935,6.63,2020-07-25,9.41,88,29.53,70-79,2206
594,4.22,2020-07-25,24.92,148,49.66,80 over,2205
7781,55.22,2020-07-25,1.8,140,46.98,female,2204
6311,44.78,2020-07-25,2.5,158,53.02,male,2203
241,1.72,2020-07-24,0,0,0,0-9,2191
777,5.56,2020-07-24,0,0,0,10-19,2190
3581,25.62,2020-07-24,0,0,0,20-29,2189
1712,12.25,2020-07-24,0.12,2,0.67,30-39,2188
1848,13.22,2020-07-24,0.16,3,1.01,40-49,2187
2473,17.69,2020-07-24,0.65,16,5.37,50-59,2186
1822,13.03,2020-07-24,2.25,41,13.76,60-69,2185
933,6.67,2020-07-24,9.43,88,29.53,70-79,2184
592,4.23,2020-07-24,25,148,49.66,80 over,2183
7764,55.54,2020-07-24,1.8,140,46.98,female,2182
6215,44.46,2020-07-24,2.54,158,53.02,male,2181
240,1.72,2020-07-23,0,0,0,0-9,2169
776,5.57,2020-07-23,0,0,0,10-19,2168
3578,25.67,2020-07-23,0,0,0,20-29,2167
1707,12.25,2020-07-23,0.12,2,0.67,30-39,2166
1842,13.22,2020-07-23,0.16,3,1.01,40-49,2165
2465,17.69,2020-07-23,0.65,16,5.39,50-59,2164
1811,12.99,2020-07-23,2.26,41,13.8,60-69,2163
929,6.67,2020-07-23,9.36,87,29.29,70-79,2162
590,4.23,2020-07-23,25.08,148,49.83,80 over,2161
7746,55.57,2020-07-23,1.81,140,47.14,female,2160
6192,44.43,2020-07-23,2.54,157,52.86,male,2159
240,1.73,2020-07-22,0,0,0,0-9,2147
772,5.56,2020-07-22,0,0,0,10-19,2146
3559,25.64,2020-07-22,0,0,0,20-29,2145
1704,12.28,2020-07-22,0.12,2,0.67,30-39,2144
1834,13.21,2020-07-22,0.16,3,1.01,40-49,2143
2453,17.67,2020-07-22,0.65,16,5.39,50-59,2142
1802,12.98,2020-07-22,2.28,41,13.8,60-69,2141
925,6.66,2020-07-22,9.41,87,29.29,70-79,2140
590,4.25,2020-07-22,25.08,148,49.83,80 over,2139
7726,55.67,2020-07-22,1.81,140,47.14,female,2138
6153,44.33,2020-07-22,2.55,157,52.86,male,2137
240,1.74,2020-07-21,0,0,0,0-9,2125
765,5.54,2020-07-21,0,0,0,10-19,2124
3551,25.7,2020-07-21,0,0,0,20-29,2123
1696,12.28,2020-07-21,0.12,2,0.68,30-39,2122
1824,13.2,2020-07-21,0.16,3,1.01,40-49,2121
2444,17.69,2020-07-21,0.65,16,5.41,50-59,2120
1791,12.96,2020-07-21,2.29,41,13.85,60-69,2119
919,6.65,2020-07-21,9.47,87,29.39,70-79,2118
586,4.24,2020-07-21,25.09,147,49.66,80 over,2117
7702,55.75,2020-07-21,1.82,140,47.3,female,2116
6114,44.25,2020-07-21,2.55,156,52.7,male,2115
239,1.74,2020-07-20,0,0,0,0-9,2103
764,5.55,2020-07-20,0,0,0,10-19,2102
3539,25.7,2020-07-20,0,0,0,20-29,2101
1688,12.26,2020-07-20,0.12,2,0.68,30-39,2100
1821,13.22,2020-07-20,0.16,3,1.01,40-49,2099
2439,17.71,2020-07-20,0.66,16,5.41,50-59,2098
1788,12.98,2020-07-20,2.29,41,13.85,60-69,2097
911,6.62,2020-07-20,9.55,87,29.39,70-79,2096
582,4.23,2020-07-20,25.26,147,49.66,80 over,2095
7682,55.78,2020-07-20,1.82,140,47.3,female,2094
6089,44.22,2020-07-20,2.56,156,52.7,male,2093
237,1.72,2020-07-19,0,0,0,0-9,2081
762,5.54,2020-07-19,0,0,0,10-19,2080
3531,25.69,2020-07-19,0,0,0,20-29,2079
1684,12.25,2020-07-19,0.12,2,0.68,30-39,2078
1817,13.22,2020-07-19,0.17,3,1.02,40-49,2077
2435,17.72,2020-07-19,0.66,16,5.42,50-59,2076
1787,13,2020-07-19,2.29,41,13.9,60-69,2075
911,6.63,2020-07-19,9.44,86,29.15,70-79,2074
581,4.23,2020-07-19,25.3,147,49.83,80 over,2073
7675,55.84,2020-07-19,1.82,140,47.46,female,2072
6070,44.16,2020-07-19,2.55,155,52.54,male,2071
234,1.71,2020-07-18,0,0,0,0-9,2059
760,5.54,2020-07-18,0,0,0,10-19,2058
3527,25.72,2020-07-18,0,0,0,20-29,2057
1674,12.21,2020-07-18,0.12,2,0.68,30-39,2056
1814,13.23,2020-07-18,0.17,3,1.02,40-49,2055
2432,17.74,2020-07-18,0.66,16,5.44,50-59,2054
1781,12.99,2020-07-18,2.3,41,13.95,60-69,2053
909,6.63,2020-07-18,9.46,86,29.25,70-79,2052
580,4.23,2020-07-18,25.17,146,49.66,80 over,2051
7662,55.88,2020-07-18,1.81,139,47.28,female,2050
6049,44.12,2020-07-18,2.56,155,52.72,male,2049
231,1.69,2020-07-17,0,0,0,0-9,2048
756,5.53,2020-07-17,0,0,0,10-19,2047
3517,25.72,2020-07-17,0,0,0,20-29,2046
1669,12.21,2020-07-17,0.12,2,0.68,30-39,2045
1805,13.2,2020-07-17,0.17,3,1.02,40-49,2044
2425,17.74,2020-07-17,0.62,15,5.12,50-59,2043
1781,13.03,2020-07-17,2.3,41,13.99,60-69,2042
908,6.64,2020-07-17,9.47,86,29.35,70-79,2041
580,4.24,2020-07-17,25.17,146,49.83,80 over,2040
7646,55.92,2020-07-17,1.82,139,47.44,female,2039
6026,44.08,2020-07-17,2.56,154,52.56,male,2038
221,1.64,2020-07-16,0,0,0,0-9,2037
752,5.57,2020-07-16,0,0,0,10-19,2036
3491,25.84,2020-07-16,0,0,0,20-29,2035
1632,12.08,2020-07-16,0.12,2,0.69,30-39,2034
1773,13.12,2020-07-16,0.17,3,1.03,40-49,2033
2402,17.78,2020-07-16,0.62,15,5.15,50-59,2032
1762,13.04,2020-07-16,2.33,41,14.09,60-69,2031
902,6.68,2020-07-16,9.53,86,29.55,70-79,2030
577,4.27,2020-07-16,24.96,144,49.48,80 over,2029
7601,56.25,2020-07-16,1.8,137,47.08,female,2028
5911,43.75,2020-07-16,2.61,154,52.92,male,2027
222,1.64,2020-07-15,0,0,0,0-9,2026
753,5.56,2020-07-15,0,0,0,10-19,2025
3495,25.79,2020-07-15,0,0,0,20-29,2024
1640,12.1,2020-07-15,0.12,2,0.69,30-39,2023
1782,13.15,2020-07-15,0.17,3,1.04,40-49,2022
2411,17.79,2020-07-15,0.62,15,5.19,50-59,2021
1769,13.05,2020-07-15,2.32,41,14.19,60-69,2020
902,6.66,2020-07-15,9.31,84,29.07,70-79,2019
577,4.26,2020-07-15,24.96,144,49.83,80 over,2018
7607,56.14,2020-07-15,1.79,136,47.06,female,2017
5944,43.86,2020-07-15,2.57,153,52.94,male,2016
221,1.64,2020-07-14,0,0,0,0-9,2004
752,5.57,2020-07-14,0,0,0,10-19,2003
3491,25.84,2020-07-14,0,0,0,20-29,2002
1632,12.08,2020-07-14,0.12,2,0.69,30-39,2001
1773,13.12,2020-07-14,0.17,3,1.04,40-49,2000
2402,17.78,2020-07-14,0.62,15,5.19,50-59,1999
1762,13.04,2020-07-14,2.33,41,14.19,60-69,1998
902,6.68,2020-07-14,9.31,84,29.07,70-79,1997
577,4.27,2020-07-14,24.96,144,49.83,80 over,1996
7601,56.25,2020-07-14,1.79,136,47.06,female,1995
5911,43.75,2020-07-14,2.59,153,52.94,male,1994
219,1.62,2020-07-13,0,0,0,0-9,1982
750,5.56,2020-07-13,0,0,0,10-19,1981
3485,25.86,2020-07-13,0,0,0,20-29,1980
1627,12.07,2020-07-13,0.12,2,0.69,30-39,1979
1770,13.13,2020-07-13,0.17,3,1.04,40-49,1978
2396,17.78,2020-07-13,0.63,15,5.19,50-59,1977
1758,13.04,2020-07-13,2.33,41,14.19,60-69,1976
898,6.66,2020-07-13,9.35,84,29.07,70-79,1975
576,4.27,2020-07-13,25,144,49.83,80 over,1974
7584,56.27,2020-07-13,1.79,136,47.06,female,1973
5895,43.73,2020-07-13,2.6,153,52.94,male,1972
216,1.61,2020-07-12,0,0,0,0-9,1960
746,5.56,2020-07-12,0,0,0,10-19,1959
3467,25.84,2020-07-12,0,0,0,20-29,1958
1612,12.01,2020-07-12,0.12,2,0.69,30-39,1957
1761,13.13,2020-07-12,0.17,3,1.04,40-49,1956
2392,17.83,2020-07-12,0.63,15,5.19,50-59,1955
1753,13.07,2020-07-12,2.34,41,14.19,60-69,1954
895,6.67,2020-07-12,9.39,84,29.07,70-79,1953
575,4.29,2020-07-12,25.04,144,49.83,80 over,1952
7561,56.35,2020-07-12,1.8,136,47.06,female,1951
5856,43.65,2020-07-12,2.61,153,52.94,male,1950
214,1.6,2020-07-11,0,0,0,0-9,1938
740,5.53,2020-07-11,0,0,0,10-19,1937
3463,25.9,2020-07-11,0,0,0,20-29,1936
1599,11.96,2020-07-11,0.13,2,0.69,30-39,1935
1756,13.13,2020-07-11,0.17,3,1.04,40-49,1934
2389,17.86,2020-07-11,0.63,15,5.21,50-59,1933
1744,13.04,2020-07-11,2.35,41,14.24,60-69,1932
894,6.69,2020-07-11,9.28,83,28.82,70-79,1931
574,4.29,2020-07-11,25.09,144,50,80 over,1930
7549,56.45,2020-07-11,1.79,135,46.88,female,1929
5824,43.55,2020-07-11,2.63,153,53.13,male,1928
213,1.6,2020-07-10,0,0,0,0-9,1916
740,5.55,2020-07-10,0,0,0,10-19,1915
3455,25.9,2020-07-10,0,0,0,20-29,1914
1593,11.94,2020-07-10,0.13,2,0.69,30-39,1913
1754,13.15,2020-07-10,0.17,3,1.04,40-49,1912
2381,17.85,2020-07-10,0.63,15,5.21,50-59,1911
1742,13.06,2020-07-10,2.35,41,14.24,60-69,1910
890,6.67,2020-07-10,9.33,83,28.82,70-79,1909
570,4.27,2020-07-10,25.26,144,50,80 over,1908
7536,56.5,2020-07-10,1.79,135,46.88,female,1907
5802,43.5,2020-07-10,2.64,153,53.13,male,1906
210,1.58,2020-07-09,0,0,0,0-9,1905
737,5.54,2020-07-09,0,0,0,10-19,1904
3445,25.92,2020-07-09,0,0,0,20-29,1903
1584,11.92,2020-07-09,0.13,2,0.7,30-39,1902
1749,13.16,2020-07-09,0.17,3,1.05,40-49,1901
2373,17.85,2020-07-09,0.63,15,5.23,50-59,1900
1739,13.08,2020-07-09,2.36,41,14.29,60-69,1899
887,6.67,2020-07-09,9.36,83,28.92,70-79,1898
569,4.28,2020-07-09,25.13,143,49.83,80 over,1897
7527,56.62,2020-07-09,1.78,134,46.69,female,1896
5766,43.38,2020-07-09,2.65,153,53.31,male,1895
208,1.57,2020-07-08,0,0,0,0-9,1883
733,5.53,2020-07-08,0,0,0,10-19,1882
3434,25.93,2020-07-08,0,0,0,20-29,1881
1577,11.91,2020-07-08,0.13,2,0.7,30-39,1880
1738,13.12,2020-07-08,0.17,3,1.05,40-49,1879
2364,17.85,2020-07-08,0.63,15,5.26,50-59,1878
1736,13.11,2020-07-08,2.36,41,14.39,60-69,1877
886,6.69,2020-07-08,9.37,83,29.12,70-79,1876
568,4.29,2020-07-08,24.82,141,49.47,80 over,1875
7506,56.67,2020-07-08,1.77,133,46.67,female,1874
5738,43.33,2020-07-08,2.65,152,53.33,male,1873
207,1.57,2020-07-07,0,0,0,0-9,1861
730,5.54,2020-07-07,0,0,0,10-19,1860
3423,25.97,2020-07-07,0,0,0,20-29,1859
1566,11.88,2020-07-07,0.13,2,0.7,30-39,1858
1723,13.07,2020-07-07,0.17,3,1.05,40-49,1857
2354,17.86,2020-07-07,0.64,15,5.26,50-59,1856
1731,13.13,2020-07-07,2.37,41,14.39,60-69,1855
880,6.68,2020-07-07,9.43,83,29.12,70-79,1854
567,4.3,2020-07-07,24.87,141,49.47,80 over,1853
7478,56.73,2020-07-07,1.78,133,46.67,female,1852
5703,43.27,2020-07-07,2.67,152,53.33,male,1851
